run_id,arch,recipe_actual,scope,layer,family,decile,edge_lo,edge_hi,n_pairs,mean_delta_nll,ci_lo,ci_hi,mean_delta_update_norm,bootstrap_resamples,bootstrap_seed,split_sha256,ckpt_sha256,git_sha
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,perm,8,4.559200954,5.125800705,8,-0.0002812091261,-0.00100264512,9.180791676e-05,4.647940993,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,ringperm,0,MISSING,1.385904109,2525,-0.0004027340701,-0.0005467151171,-0.0002609626582,1.333195436,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,ringperm,1,1.385904109,1.628306794,27205,-0.0001197445859,-0.0001612694246,-7.979391596e-05,1.531335628,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,ringperm,2,1.628306794,1.816166294,31537,-2.732759965e-05,-6.618683235e-05,1.081336971e-05,1.721564541,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,ringperm,3,1.816166294,2.040004158,24292,5.56108991e-05,1.171780912e-05,9.944868618e-05,1.912192546,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,ringperm,4,2.040004158,2.395617962,11819,-0.0001005584921,-0.0001694012162,-3.240950092e-05,2.171376503,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,ringperm,5,2.395617962,3.589456701,2620,0.0001943355711,2.870956557e-05,0.0003688306455,2.597087481,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,ringperm,6,3.589456701,4.122430086,2,2.972781658e-05,-1.311302185e-05,7.256865501e-05,3.635886431,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,dihedral,0,MISSING,1.385904109,24124,-2.598963833e-05,-5.275668242e-05,1.038997436e-06,0.6740887842,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,dihedral,1,1.385904109,1.628306794,22638,-7.418500118e-05,-0.0001300415916,-1.976982487e-05,1.519097973,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,dihedral,2,1.628306794,1.816166294,18257,2.127457401e-05,-4.293989826e-05,8.271445246e-05,1.716112964,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,dihedral,3,1.816166294,2.040004158,10784,4.082144817e-05,-4.662462359e-05,0.0001286922015,1.909278417,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,dihedral,4,2.040004158,2.395617962,3755,-0.0001146107396,-0.0002773365084,4.897828163e-05,2.154744189,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
