recipe,epoch,iter,layer,grad_phi_norm
mixup,29,100,2,0.005016898736357689
mixup,29,100,3,0.003297971561551094
mixup,29,100,4,0.003269940847530961
mixup,29,100,5,0.0023511804174631834
mixup,29,100,6,0.002016577171161771
mixup,29,100,7,0.0010080750798806548
mixup,29,100,8,0.0004926238907501101
mixup,29,100,9,0.00027027350733987987
mixup,29,100,10,0.00015670926950406283
mixup,29,100,11,0.0
mixup,29,200,0,0.00784036424010992
mixup,29,200,1,0.004448861349374056
mixup,29,200,2,0.004833062179386616
mixup,29,200,3,0.0031078574247658253
mixup,29,200,4,0.003167023416608572
mixup,29,200,5,0.0022769959177821875
mixup,29,200,6,0.0019871860276907682
mixup,29,200,7,0.0009288361179642379
mixup,29,200,8,0.0004347883223090321
mixup,29,200,9,0.0002628960064612329
mixup,29,200,10,0.00013999971270095557
mixup,29,200,11,0.0
mixup,29,300,0,0.008814527653157711
mixup,29,300,1,0.004175352863967419
mixup,29,300,2,0.004978721961379051
mixup,29,300,3,0.003163058077916503
mixup,29,300,4,0.0030687206890434027
mixup,29,300,5,0.0026274926494807005
mixup,29,300,6,0.0020195567049086094
mixup,29,300,7,0.0009923081379383802
mixup,29,300,8,0.00044078301289118826
mixup,29,300,9,0.0002829362638294697
mixup,29,300,10,0.00012476550182327628
mixup,29,300,11,0.0
mixup,29,400,0,0.008762565441429615
mixup,29,400,1,0.00457934383302927
mixup,29,400,2,0.005036124028265476
mixup,29,400,3,0.0032111171167343855
mixup,29,400,4,0.003166868118569255
mixup,29,400,5,0.0026254719123244286
mixup,29,400,6,0.0022668177261948586
mixup,29,400,7,0.001034272601827979
mixup,29,400,8,0.0004883914953097701
mixup,29,400,9,0.00026554090436547995
mixup,29,400,10,0.00015458928828593343
mixup,29,400,11,0.0
mixup,29,500,0,0.00979931652545929
mixup,29,500,1,0.004533079452812672
mixup,29,500,2,0.0053509860299527645
mixup,29,500,3,0.0032878590282052755
mixup,29,500,4,0.003349841106683016
mixup,29,500,5,0.002538008149713278
mixup,29,500,6,0.002179480390623212
mixup,29,500,7,0.001058828318491578
mixup,29,500,8,0.000490071892272681
mixup,29,500,9,0.00029105390422046185
mixup,29,500,10,0.00015157050802372396
mixup,29,500,11,0.0
mixup,29,600,0,0.01059119775891304
mixup,29,600,1,0.0050795492716133595
mixup,29,600,2,0.005961673334240913
mixup,29,600,3,0.0036417178343981504
mixup,29,600,4,0.0037453221157193184
mixup,29,600,5,0.0026146925520151854
mixup,29,600,6,0.002358134603127837
mixup,29,600,7,0.0011197805870324373
mixup,29,600,8,0.0005388020654208958
mixup,29,600,9,0.0002980526187457144
mixup,29,600,10,0.00016452370618935674
mixup,29,600,11,0.0
mixup,29,700,0,0.009373007342219353
mixup,29,700,1,0.004139730706810951
mixup,29,700,2,0.004685530439019203
mixup,29,700,3,0.0032770619727671146
mixup,29,700,4,0.0031727608293294907
mixup,29,700,5,0.002442082157358527
mixup,29,700,6,0.00201489869505167
mixup,29,700,7,0.0009596446179784834
mixup,29,700,8,0.00045298924669623375
mixup,29,700,9,0.00024981872411444783
mixup,29,700,10,0.00014348540571518242
mixup,29,700,11,0.0
mixup,29,800,0,0.007915083318948746
mixup,29,800,1,0.004070424009114504
mixup,29,800,2,0.004666440654546022
mixup,29,800,3,0.0029697036370635033
mixup,29,800,4,0.0029422363732010126
mixup,29,800,5,0.0022272702772170305
mixup,29,800,6,0.001834638649597764
mixup,29,800,7,0.0009103096672333777
mixup,29,800,8,0.0004498432972468436
mixup,29,800,9,0.000268917327048257
mixup,29,800,10,0.0001334164262516424
mixup,29,800,11,0.0
mixup,29,900,0,0.008423826657235622
mixup,29,900,1,0.00433774758130312
mixup,29,900,2,0.004988647066056728
mixup,29,900,3,0.003253771923482418
mixup,29,900,4,0.0033634579740464687
mixup,29,900,5,0.002526754280552268
mixup,29,900,6,0.0019624929409474134
mixup,29,900,7,0.0010586491553112864
mixup,29,900,8,0.00045506173046305776
mixup,29,900,9,0.00026953447377309203
mixup,29,900,10,0.00015011921641416848
mixup,29,900,11,0.0
mixup,29,1000,0,0.009242232888936996
mixup,29,1000,1,0.004247720818966627
mixup,29,1000,2,0.004681489430367947
mixup,29,1000,3,0.0032292185351252556
mixup,29,1000,4,0.0031001148745417595
mixup,29,1000,5,0.0022547149565070868
mixup,29,1000,6,0.0019207947188988328
mixup,29,1000,7,0.0009824782609939575
mixup,29,1000,8,0.00041839657933451235
mixup,29,1000,9,0.0002635899872984737
mixup,29,1000,10,0.00012707631685771048
mixup,29,1000,11,0.0
mixup,29,1100,0,0.009023591876029968
mixup,29,1100,1,0.004193034954369068
mixup,29,1100,2,0.005116074346005917
mixup,29,1100,3,0.0032649626955389977
mixup,29,1100,4,0.003178419778123498
mixup,29,1100,5,0.002423301339149475
mixup,29,1100,6,0.0019718913827091455
mixup,29,1100,7,0.001036134664900601
mixup,29,1100,8,0.0004992357571609318
mixup,29,1100,9,0.00026316536241210997
mixup,29,1100,10,0.0001451813877793029
mixup,29,1100,11,0.0
mixup,29,1200,0,0.010522229596972466
mixup,29,1200,1,0.004706078674644232
mixup,29,1200,2,0.005781781394034624
mixup,29,1200,3,0.0036008141469210386
mixup,29,1200,4,0.003880167845636606
mixup,29,1200,5,0.0028176596388220787
mixup,29,1200,6,0.0021640292834490538
mixup,29,1200,7,0.0011666088830679655
mixup,29,1200,8,0.0005689901299774647
mixup,29,1200,9,0.000318001868436113
mixup,29,1200,10,0.0001673869846854359
mixup,29,1200,11,0.0
mixup,30,0,0,0.009070666506886482
mixup,30,0,1,0.004933249205350876
mixup,30,0,2,0.004955928307026625
mixup,30,0,3,0.003441284643486142
mixup,30,0,4,0.0032125217840075493
mixup,30,0,5,0.0025662474799901247
mixup,30,0,6,0.0020682651083916426
mixup,30,0,7,0.0009960242314264178
mixup,30,0,8,0.00046990590635687113
mixup,30,0,9,0.00028171605663374066
mixup,30,0,10,0.00014344420924317092
mixup,30,0,11,0.0
mixup,30,100,0,0.008890483528375626
mixup,30,100,1,0.004637542180716991
mixup,30,100,2,0.005167426075786352
mixup,30,100,3,0.00308888778090477
mixup,30,100,4,0.003386277239769697
mixup,30,100,5,0.0024608972016721964
mixup,30,100,6,0.0020190447103232145
mixup,30,100,7,0.0010673635406419635
mixup,30,100,8,0.0005034949281252921
mixup,30,100,9,0.0002766234101727605
mixup,30,100,10,0.00013889589172322303
mixup,30,100,11,0.0
mixup,30,200,0,0.008463102392852306
mixup,30,200,1,0.0045633697882294655
mixup,30,200,2,0.004678654484450817
mixup,30,200,3,0.0032476955093443394
mixup,30,200,4,0.0032799425534904003
mixup,30,200,5,0.0023752839770168066
mixup,30,200,6,0.0018282158998772502
mixup,30,200,7,0.0010006669908761978
mixup,30,200,8,0.000514689483679831
mixup,30,200,9,0.0002934923395514488
mixup,30,200,10,0.00012848139158450067
mixup,30,200,11,0.0
mixup,30,300,0,0.009388761594891548
mixup,30,300,1,0.004592810291796923
mixup,30,300,2,0.004956209100782871
mixup,30,300,3,0.0034512486308813095
mixup,30,300,4,0.0034018720034509897
mixup,30,300,5,0.002357885940000415
mixup,30,300,6,0.001924544689245522
mixup,30,300,7,0.0009588946704752743
mixup,30,300,8,0.0004661221173591912
mixup,30,300,9,0.0002992234658449888
mixup,30,300,10,0.0001350209058728069
mixup,30,300,11,0.0
mixup,30,400,0,0.009922096505761147
mixup,30,400,1,0.004544311668723822
mixup,30,400,2,0.004976106341928244
mixup,30,400,3,0.00350228906609118
mixup,30,400,4,0.003294842317700386
mixup,30,400,5,0.0024345912970602512
mixup,30,400,6,0.002017734805122018
mixup,30,400,7,0.0009576189331710339
mixup,30,400,8,0.0005194612313061953
mixup,30,400,9,0.0002812941384036094
mixup,30,400,10,0.00014265329809859395
mixup,30,400,11,0.0
mixup,30,500,0,0.010077331215143204
mixup,30,500,1,0.004308618605136871
mixup,30,500,2,0.005215837154537439
mixup,30,500,3,0.003938314970582724
mixup,30,500,4,0.0031891665421426296
mixup,30,500,5,0.002302161417901516
mixup,30,500,6,0.001977964537218213
mixup,30,500,7,0.0009626071550883353
mixup,30,500,8,0.0005088791367597878
mixup,30,500,9,0.0002746093086898327
mixup,30,500,10,0.00013096984184812754
mixup,30,500,11,0.0
mixup,30,600,0,0.010089986026287079
mixup,30,600,1,0.004814343061298132
mixup,30,600,2,0.005575849674642086
mixup,30,600,3,0.0033276700414717197
mixup,30,600,4,0.0035728532820940018
mixup,30,600,5,0.002663086634129286
mixup,30,600,6,0.0021596483420580626
mixup,30,600,7,0.0009572431445121765
mixup,30,600,8,0.0005205468041822314
mixup,30,600,9,0.0003076028951909393
mixup,30,600,10,0.0001792733819456771
mixup,30,600,11,0.0
mixup,30,700,0,0.008951209485530853
mixup,30,700,1,0.0039994968101382256
mixup,30,700,2,0.005178289022296667
mixup,30,700,3,0.003304203739389777
mixup,30,700,4,0.0032800803892314434
mixup,30,700,5,0.002329375362023711
mixup,30,700,6,0.0019726466853171587
mixup,30,700,7,0.0009695272310636938
mixup,30,700,8,0.0004953008028678596
mixup,30,700,9,0.0002796254411805421
mixup,30,700,10,0.00013689948536921293
mixup,30,700,11,0.0
mixup,30,800,0,0.00898094940930605
mixup,30,800,1,0.004613033030182123
mixup,30,800,2,0.004990360699594021
mixup,30,800,3,0.003063851734623313
mixup,30,800,4,0.0029564015567302704
mixup,30,800,5,0.0023034533951431513
mixup,30,800,6,0.001994870603084564
mixup,30,800,7,0.000949749315623194
mixup,30,800,8,0.000448584120022133
mixup,30,800,9,0.00026161703863181174
mixup,30,800,10,0.00014664663467556238
mixup,30,800,11,0.0
mixup,30,900,0,0.00846698135137558
mixup,30,900,1,0.004388384986668825
mixup,30,900,2,0.00505555234849453
mixup,30,900,3,0.0031327216420322657
mixup,30,900,4,0.0030009502079337835
mixup,30,900,5,0.00233470369130373
mixup,30,900,6,0.002097665099427104
mixup,30,900,7,0.0011429081205278635
mixup,30,900,8,0.0004234936204738915
mixup,30,900,9,0.00026535463985055685
mixup,30,900,10,0.00014024194388184696
mixup,30,900,11,0.0
mixup,30,1000,0,0.009800600819289684
mixup,30,1000,1,0.004481764044612646
mixup,30,1000,2,0.004780750721693039
mixup,30,1000,3,0.003395432373508811
mixup,30,1000,4,0.003411829238757491
mixup,30,1000,5,0.002469585742801428
mixup,30,1000,6,0.0019073417643085122
mixup,30,1000,7,0.0010524323442950845
mixup,30,1000,8,0.000468685117084533
mixup,30,1000,9,0.00028355285758152604
mixup,30,1000,10,0.0001428786781616509
mixup,30,1000,11,0.0
mixup,30,1100,0,0.009828238748013973
mixup,30,1100,1,0.004468751139938831
mixup,30,1100,2,0.005048631690442562
mixup,30,1100,3,0.0031597509514540434
mixup,30,1100,4,0.0034809543285518885
mixup,30,1100,5,0.002405854407697916
mixup,30,1100,6,0.0020723086781799793
mixup,30,1100,7,0.001075602718628943
mixup,30,1100,8,0.0004760216106660664
mixup,30,1100,9,0.0002870444150175899
mixup,30,1100,10,0.00016401702305302024
mixup,30,1100,11,0.0
mixup,30,1200,0,0.011060771532356739
mixup,30,1200,1,0.004924308974295855
mixup,30,1200,2,0.0059671723283827305
mixup,30,1200,3,0.004085390362888575
mixup,30,1200,4,0.0042694550938904285
mixup,30,1200,5,0.002901630476117134
mixup,30,1200,6,0.002384366700425744
mixup,30,1200,7,0.0012065644841641188
mixup,30,1200,8,0.000562007655389607
mixup,30,1200,9,0.00033266175887547433
mixup,30,1200,10,0.00016644917195662856
mixup,30,1200,11,0.0
nomix,0,0,0,6.191387365106493e-05
nomix,0,0,1,2.172996937588323e-05
nomix,0,0,2,1.2020045687677339e-05
nomix,0,0,3,7.66038465371821e-06
nomix,0,0,4,1.0655065125320107e-05
nomix,0,0,5,7.883622856752481e-06
nomix,0,0,6,9.863259037956595e-06
nomix,0,0,7,5.497013717103982e-06
nomix,0,0,8,4.940111921314383e-06
nomix,0,0,9,5.636016339849448e-06
nomix,0,0,10,3.2697614642529516e-06
nomix,0,0,11,0.0
nomix,0,100,0,6.110999675001949e-05
nomix,0,100,1,1.9911087292712182e-05
nomix,0,100,2,1.8313898181077093e-05
nomix,0,100,3,1.0570398444542661e-05
nomix,0,100,4,1.1842071216960903e-05
nomix,0,100,5,1.0200436918239575e-05
nomix,0,100,6,7.315612947422778e-06
nomix,0,100,7,6.22299603492138e-06
nomix,0,100,8,7.676359928154852e-06
nomix,0,100,9,3.196307716279989e-06
nomix,0,100,10,3.573665708245244e-06
nomix,0,100,11,0.0
nomix,0,200,0,6.038512947270647e-05
nomix,0,200,1,3.156396996928379e-05
nomix,0,200,2,1.926083496073261e-05
nomix,0,200,3,1.2739993508148473e-05
nomix,0,200,4,1.4320799891720526e-05
nomix,0,200,5,9.370961379318032e-06
nomix,0,200,6,6.362062322295969e-06
nomix,0,200,7,6.761616987205343e-06
nomix,0,200,8,4.329352577769896e-06
nomix,0,200,9,4.059892035002122e-06
nomix,0,200,10,3.155389549647225e-06
nomix,0,200,11,0.0
nomix,0,300,0,6.9554997025989e-05
nomix,0,300,1,2.5347364498884417e-05
nomix,0,300,2,1.4084457689023111e-05
nomix,0,300,3,2.3012145902612247e-05
nomix,0,300,4,1.2745576896122657e-05
nomix,0,300,5,5.708379376301309e-06
nomix,0,300,6,6.295261755440151e-06
nomix,0,300,7,7.826022738299798e-06
nomix,0,300,8,5.9383669395174365e-06
nomix,0,300,9,3.6336259654490277e-06
nomix,0,300,10,3.047059863092727e-06
nomix,0,300,11,0.0
nomix,0,400,0,6.123377534095198e-05
nomix,0,400,1,2.46947802224895e-05
nomix,0,400,2,1.9705306840478443e-05
nomix,0,400,3,1.5566089132335037e-05
nomix,0,400,4,1.2119492566853296e-05
nomix,0,400,5,9.344056707050186e-06
nomix,0,400,6,7.000847745075589e-06
nomix,0,400,7,8.280602742161136e-06
nomix,0,400,8,3.800663307629293e-06
nomix,0,400,9,1.5852755268497276e-06
nomix,0,400,10,3.115557774435729e-06
nomix,0,400,11,0.0
nomix,0,500,0,8.40989378048107e-05
nomix,0,500,1,2.321882129763253e-05
nomix,0,500,2,2.283304274897091e-05
nomix,0,500,3,9.751985999173485e-06
nomix,0,500,4,1.1296665434201714e-05
nomix,0,500,5,6.1492869463108946e-06
nomix,0,500,6,8.879106644599233e-06
nomix,0,500,7,8.69884024723433e-06
nomix,0,500,8,5.935855369898491e-06
nomix,0,500,9,5.262651484372327e-06
nomix,0,500,10,2.185678567911964e-06
nomix,0,500,11,0.0
nomix,0,600,0,7.299389108084142e-05
nomix,0,600,1,2.5676557925180532e-05
nomix,0,600,2,1.3977588423585985e-05
nomix,0,600,3,1.565115417179186e-05
nomix,0,600,4,6.585458777408348e-06
nomix,0,600,5,1.4102435670793056e-05
nomix,0,600,6,9.192267498292495e-06
nomix,0,600,7,4.908730261377059e-06
nomix,0,600,8,3.2399095744040096e-06
nomix,0,600,9,3.445383299549576e-06
nomix,0,600,10,1.7883237433125032e-06
nomix,0,600,11,0.0
nomix,0,700,0,5.42636880709324e-05
nomix,0,700,1,2.25739258894464e-05
nomix,0,700,2,1.4703165106766392e-05
nomix,0,700,3,1.2689843060798012e-05
nomix,0,700,4,7.1752051553630736e-06
nomix,0,700,5,7.158334028645186e-06
nomix,0,700,6,7.238280886667781e-06
nomix,0,700,7,7.812962394382339e-06
nomix,0,700,8,3.6332173749542562e-06
nomix,0,700,9,1.931342694660998e-06
nomix,0,700,10,2.1346511402953183e-06
nomix,0,700,11,0.0
nomix,0,800,0,3.5211927752243355e-05
nomix,0,800,1,1.9159639123245142e-05
nomix,0,800,2,2.2834885385236703e-05
nomix,0,800,3,1.362005241389852e-05
nomix,0,800,4,5.987853910482954e-06
nomix,0,800,5,4.9360282901034225e-06
nomix,0,800,6,3.6938979519618442e-06
nomix,0,800,7,2.1452710825542454e-06
nomix,0,800,8,1.8696219967750949e-06
nomix,0,800,9,1.5337310514951241e-06
nomix,0,800,10,7.194554427769617e-07
nomix,0,800,11,0.0
nomix,0,900,0,5.171714656171389e-05
nomix,0,900,1,2.7992236937279813e-05
nomix,0,900,2,1.2656238141062204e-05
nomix,0,900,3,9.133541425399017e-06
nomix,0,900,4,6.795658919145353e-06
nomix,0,900,5,7.028535947029013e-06
nomix,0,900,6,5.394390427682083e-06
nomix,0,900,7,3.757083277378115e-06
nomix,0,900,8,1.2606519703695085e-06
nomix,0,900,9,1.8202271121481317e-06
nomix,0,900,10,5.000117084819067e-07
nomix,0,900,11,0.0
nomix,0,1000,0,7.17190996510908e-05
nomix,0,1000,1,2.1406034647952765e-05
nomix,0,1000,2,1.7295345969614573e-05
nomix,0,1000,3,1.1860753147630021e-05
nomix,0,1000,4,7.350251962634502e-06
nomix,0,1000,5,5.093563686386915e-06
nomix,0,1000,6,4.035617621411802e-06
nomix,0,1000,7,2.660996869963128e-06
nomix,0,1000,8,2.8632948669837788e-06
nomix,0,1000,9,2.7406722438172437e-06
nomix,0,1000,10,9.988126521420782e-07
nomix,0,1000,11,0.0
nomix,0,1100,0,6.167499668663368e-05
nomix,0,1100,1,3.1922285415930673e-05
nomix,0,1100,2,1.3868298992747441e-05
nomix,0,1100,3,1.1986743629677221e-05
nomix,0,1100,4,6.530414339067647e-06
nomix,0,1100,5,3.042239313799655e-06
nomix,0,1100,6,4.315337264415575e-06
nomix,0,1100,7,3.4937097552756313e-06
nomix,0,1100,8,2.5584868126315996e-06
nomix,0,1100,9,1.5302503015846014e-06
nomix,0,1100,10,9.67667119766702e-07
nomix,0,1100,11,0.0
nomix,0,1200,0,7.556773198302835e-05
nomix,0,1200,1,1.975253690034151e-05
nomix,0,1200,2,1.784955384209752e-05
nomix,0,1200,3,1.1403087228245568e-05
nomix,0,1200,4,3.74212208953395e-06
nomix,0,1200,5,6.06468756814138e-06
nomix,0,1200,6,3.1880565529718297e-06
nomix,0,1200,7,3.249985866204952e-06
nomix,0,1200,8,1.0405118473499897e-06
nomix,0,1200,9,1.2429234175215242e-06
nomix,0,1200,10,6.047422402843949e-07
nomix,0,1200,11,0.0
nomix,1,0,0,7.497941987821832e-05
nomix,1,0,1,3.9902930438984185e-05
nomix,1,0,2,2.4558727091061883e-05
nomix,1,0,3,1.8395558072370477e-05
nomix,1,0,4,8.474339665553998e-06
nomix,1,0,5,8.055662874539848e-06
nomix,1,0,6,3.7610409435728798e-06
nomix,1,0,7,4.041494321427308e-06
nomix,1,0,8,1.9049598449782934e-06
nomix,1,0,9,1.2677515996983857e-06
nomix,1,0,10,1.0971782558044652e-06
nomix,1,0,11,0.0
nomix,1,100,0,0.00010364471381762996
nomix,1,100,1,6.816795212216675e-05
nomix,1,100,2,5.20864014106337e-05
nomix,1,100,3,2.2906746380613185e-05
nomix,1,100,4,7.170537173806224e-06
nomix,1,100,5,4.214731234242208e-06
nomix,1,100,6,3.043107881239848e-06
nomix,1,100,7,1.643742507440038e-06
nomix,1,100,8,2.2468179849965964e-06
nomix,1,100,9,1.2432830089892377e-06
nomix,1,100,10,9.030690648614836e-07
nomix,1,100,11,0.0
nomix,1,200,0,0.00017151967040263116
nomix,1,200,1,4.71693929284811e-05
nomix,1,200,2,3.0793133191764355e-05
nomix,1,200,3,1.696058825473301e-05
nomix,1,200,4,6.495518391602673e-06
nomix,1,200,5,3.765557949009235e-06
nomix,1,200,6,4.133384209126234e-06
nomix,1,200,7,3.716289256772143e-06
nomix,1,200,8,3.3134451769001316e-06
nomix,1,200,9,1.983896936508245e-06
nomix,1,200,10,9.690646720628138e-07
nomix,1,200,11,0.0
nomix,1,300,0,0.0001324369659414515
nomix,1,300,1,3.809535701293498e-05
nomix,1,300,2,2.216169741586782e-05
nomix,1,300,3,1.1061304576287512e-05
nomix,1,300,4,4.367807378002908e-06
nomix,1,300,5,2.481225010342314e-06
nomix,1,300,6,2.0968914213881362e-06
nomix,1,300,7,2.479283921275055e-06
nomix,1,300,8,1.2592275879796944e-06
nomix,1,300,9,1.1216890243304078e-06
nomix,1,300,10,3.6494364508143917e-07
nomix,1,300,11,0.0
nomix,1,400,0,0.00018403427384328097
nomix,1,400,1,4.9891863454831764e-05
nomix,1,400,2,3.968059172620997e-05
nomix,1,400,3,1.4854010260023642e-05
nomix,1,400,4,3.6497133351076627e-06
nomix,1,400,5,3.3657274798315484e-06
nomix,1,400,6,2.1668781755579403e-06
nomix,1,400,7,2.3903105557110393e-06
nomix,1,400,8,2.0667728222178994e-06
nomix,1,400,9,6.921008548488317e-07
nomix,1,400,10,1.023650042952795e-06
nomix,1,400,11,0.0
nomix,1,500,0,0.0001772502000676468
nomix,1,500,1,8.104565495159477e-05
nomix,1,500,2,6.691092130495235e-05
nomix,1,500,3,1.7300450053880922e-05
nomix,1,500,4,6.122257218521554e-06
nomix,1,500,5,3.812643853962072e-06
nomix,1,500,6,3.503034122331883e-06
nomix,1,500,7,1.6739605825932813e-06
nomix,1,500,8,1.683916252659401e-06
nomix,1,500,9,9.115217380895047e-07
nomix,1,500,10,1.1019486692021019e-06
nomix,1,500,11,0.0
nomix,1,600,0,0.00013934461458120495
nomix,1,600,1,6.542212213389575e-05
nomix,1,600,2,2.6453632017364725e-05
nomix,1,600,3,8.524178156221751e-06
nomix,1,600,4,6.6662455537880305e-06
nomix,1,600,5,4.3260019992885645e-06
nomix,1,600,6,2.6955735847877804e-06
nomix,1,600,7,1.501249244029168e-06
nomix,1,600,8,1.5373317410194431e-06
nomix,1,600,9,6.57142038562597e-07
nomix,1,600,10,6.387607527358341e-07
nomix,1,600,11,0.0
nomix,1,700,0,0.0001701339933788404
nomix,1,700,1,7.3886891186703e-05
nomix,1,700,2,7.904053200036287e-05
nomix,1,700,3,2.5870633180602454e-05
nomix,1,700,4,5.186435373616405e-06
nomix,1,700,5,3.508204144964111e-06
nomix,1,700,6,2.419962811472942e-06
nomix,1,700,7,2.7714911539078457e-06
nomix,1,700,8,1.729141217765573e-06
nomix,1,700,9,1.0750407000159612e-06
nomix,1,700,10,1.0260209819534793e-06
nomix,1,700,11,0.0
nomix,1,800,0,0.0002969652123283595
nomix,1,800,1,8.154666284099221e-05
nomix,1,800,2,5.1605296903289855e-05
nomix,1,800,3,2.743241384450812e-05
nomix,1,800,4,1.0715580174291972e-05
nomix,1,800,5,3.941041995858541e-06
nomix,1,800,6,2.900457957366598e-06
nomix,1,800,7,1.838898583628179e-06
nomix,1,800,8,1.1409214266677736e-06
nomix,1,800,9,8.562000743950193e-07
nomix,1,800,10,7.170903586484201e-07
nomix,1,800,11,0.0
nomix,1,900,0,0.0002559893182478845
nomix,1,900,1,0.00010596027277642861
nomix,1,900,2,5.8864825405180454e-05
nomix,1,900,3,1.8672206351766363e-05
nomix,1,900,4,1.0544308679527603e-05
nomix,1,900,5,4.9435780056228396e-06
nomix,1,900,6,3.0304083793453174e-06
nomix,1,900,7,1.7160896277346183e-06
nomix,1,900,8,1.6954810462266323e-06
nomix,1,900,9,1.4230096212486387e-06
nomix,1,900,10,8.028164870665933e-07
nomix,1,900,11,0.0
nomix,1,1000,0,0.0002370167785556987
nomix,1,1000,1,0.00010724177263909951
nomix,1,1000,2,5.479841638589278e-05
nomix,1,1000,3,1.9662104023154825e-05
nomix,1,1000,4,6.7333544393477496e-06
nomix,1,1000,5,5.525635970116127e-06
nomix,1,1000,6,4.077416633663233e-06
nomix,1,1000,7,2.213110292359488e-06
nomix,1,1000,8,1.2373694744383101e-06
nomix,1,1000,9,8.545194418729807e-07
nomix,1,1000,10,3.8811779745628883e-07
nomix,1,1000,11,0.0
nomix,1,1100,0,0.00021297689818311483
nomix,1,1100,1,9.260931255994365e-05
nomix,1,1100,2,5.0310140068177134e-05
nomix,1,1100,3,2.1414556613308378e-05
nomix,1,1100,4,9.756074177857954e-06
nomix,1,1100,5,3.2641969482938293e-06
nomix,1,1100,6,2.570548531366512e-06
nomix,1,1100,7,1.1766081797759398e-06
nomix,1,1100,8,1.074267743206292e-06
nomix,1,1100,9,8.55093901463988e-07
nomix,1,1100,10,8.031233846850228e-07
nomix,1,1100,11,0.0
nomix,1,1200,0,0.00024895594106055796
nomix,1,1200,1,0.00013097163173370063
nomix,1,1200,2,8.424328552791849e-05
nomix,1,1200,3,2.8584829124156386e-05
nomix,1,1200,4,1.0751102308859117e-05
nomix,1,1200,5,8.236821486207191e-06
nomix,1,1200,6,2.0143615984125063e-06
nomix,1,1200,7,2.3029340354696615e-06
nomix,1,1200,8,1.7613185718801105e-06
nomix,1,1200,9,7.803943731232721e-07
nomix,1,1200,10,4.726523457065923e-07
nomix,1,1200,11,0.0
nomix,2,0,0,0.00016429348033852875
nomix,2,0,1,8.1037258496508e-05
nomix,2,0,2,4.04618403990753e-05
nomix,2,0,3,1.6921028873184696e-05
nomix,2,0,4,5.843749931955244e-06
nomix,2,0,5,2.4924202080001123e-06
nomix,2,0,6,2.5661022391432198e-06
nomix,2,0,7,2.129111180693144e-06
nomix,2,0,8,8.5907316815792e-07
nomix,2,0,9,7.232052894323715e-07
nomix,2,0,10,3.3403327392989013e-07
nomix,2,0,11,0.0
nomix,2,100,0,0.00028748856857419014
nomix,2,100,1,0.0001504006067989394
nomix,2,100,2,8.853428153088316e-05
nomix,2,100,3,3.237889541196637e-05
nomix,2,100,4,9.10742710402701e-06
nomix,2,100,5,5.322354354575509e-06
nomix,2,100,6,2.4178875719371717e-06
nomix,2,100,7,2.3487907583330525e-06
nomix,2,100,8,1.4523598110827152e-06
nomix,2,100,9,7.882025556682493e-07
nomix,2,100,10,6.438261266339396e-07
nomix,2,100,11,0.0
nomix,2,200,0,0.0002074579824693501
nomix,2,200,1,0.00011776742758229375
nomix,2,200,2,5.8407997130416334e-05
nomix,2,200,3,3.05163976008771e-05
nomix,2,200,4,1.0453293725731783e-05
nomix,2,200,5,6.727149411744904e-06
nomix,2,200,6,4.1398670873604715e-06
nomix,2,200,7,1.728305278447806e-06
nomix,2,200,8,1.3664027846971294e-06
nomix,2,200,9,6.539899004565086e-07
nomix,2,200,10,4.955074928147951e-07
nomix,2,200,11,0.0
nomix,2,300,0,0.0002988385676871985
nomix,2,300,1,0.00014446793647948653
nomix,2,300,2,8.182437159121037e-05
nomix,2,300,3,3.7541543861152604e-05
nomix,2,300,4,1.2351340046734549e-05
nomix,2,300,5,6.199083600222366e-06
nomix,2,300,6,3.6949452351109358e-06
nomix,2,300,7,2.7419141588325147e-06
nomix,2,300,8,2.0327959191490663e-06
nomix,2,300,9,1.287013219553046e-06
nomix,2,300,10,6.389554982888512e-07
nomix,2,300,11,0.0
nomix,2,400,0,0.00023977694218046963
nomix,2,400,1,0.00012456330296117812
nomix,2,400,2,7.455344893969595e-05
nomix,2,400,3,3.465061308816075e-05
nomix,2,400,4,1.2423735824995674e-05
nomix,2,400,5,5.083370979264146e-06
nomix,2,400,6,4.457169325178256e-06
nomix,2,400,7,1.762687702466792e-06
nomix,2,400,8,7.845686695873155e-07
nomix,2,400,9,7.762445761727577e-07
nomix,2,400,10,3.435970938880928e-07
nomix,2,400,11,0.0
nomix,2,500,0,0.0003073782136198133
nomix,2,500,1,0.00019971786241512746
nomix,2,500,2,0.00010376953287050128
nomix,2,500,3,4.6339464461198077e-05
nomix,2,500,4,1.8802091290126555e-05
nomix,2,500,5,7.991720849531703e-06
nomix,2,500,6,4.087263278051978e-06
nomix,2,500,7,3.037749593204353e-06
nomix,2,500,8,1.5097617733772495e-06
nomix,2,500,9,1.0786037591969944e-06
nomix,2,500,10,6.620056183237466e-07
nomix,2,500,11,0.0
nomix,2,600,0,0.0002585291804280132
nomix,2,600,1,0.00013714148371946067
nomix,2,600,2,7.606741564814001e-05
nomix,2,600,3,4.092188464710489e-05
nomix,2,600,4,1.3452833627525251e-05
nomix,2,600,5,7.884968908911105e-06
nomix,2,600,6,3.591538416003459e-06
nomix,2,600,7,2.6937777874991298e-06
nomix,2,600,8,1.826962829909462e-06
